Sample in Buffer,Sample in Window,TRIGGER,data_interface_chs_ctrl_inst/read_flag,data_interface_chs_ctrl_inst/ad_data1_en_c1r1_1,data_interface_chs_ctrl_inst/ad_data1_c1r1_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r2_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r3_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r4_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r5_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r6_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r7_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r8_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r8[30:19],data_interface_chs_ctrl_inst/calibrate_pulse_2,data_interface_chs_ctrl_inst/refresh_pulse_2,data_interface_chs_ctrl_inst/check_cnt_2[27:0],data_interface_chs_ctrl_inst/ad_data1_c3r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r8[30:19],data_interface_chs_ctrl_inst/addata1_cnt[16:0]
311,311,0,1,1,79,-57,-5,96,92,-88,63,-2,34,-5,-53,-27,51,2,-28,75,0,0,0,-31,-25,72,-53,46,0,-21,43,12,-5,3,-2,-9,9,-3,-10,0,0,0,0,0,0,0,0,1388
312,312,0,1,1,-2,6,10,9,9,-23,-3,-9,9,0,8,-6,2,1,-1,-9,0,0,0,20,-7,-8,-3,-4,-8,-18,-13,60,-65,49,-90,-83,82,-67,106,0,0,0,0,0,0,0,0,1389
313,313,0,1,1,-93,64,15,-95,-94,81,-64,4,-31,-1,60,30,-57,-5,35,-72,0,0,0,36,5,-75,56,-44,1,14,-47,-7,4,-13,7,7,2,4,2,0,0,0,0,0,0,0,0,0138a
314,314,0,1,1,-59,46,12,-73,-81,57,-54,4,7,1,30,27,-24,7,32,-72,0,0,0,32,30,-53,42,-37,-24,9,-54,-83,57,-48,75,97,-67,90,-105,0,0,0,0,0,0,0,0,0138b
315,315,0,1,1,-56,35,11,-69,-74,69,-54,2,-10,0,35,29,-28,-4,27,-69,0,0,0,37,10,-56,48,-33,-13,10,-54,-64,49,-45,59,75,-49,63,-95,0,0,0,0,0,0,0,0,0138c
316,316,0,1,1,-70,49,17,-86,-88,86,-55,7,-30,3,46,33,-45,-4,23,-65,0,0,0,31,3,-65,51,-47,-10,21,-49,-56,59,-43,74,63,-68,51,-105,0,0,0,0,0,0,0,0,0138d
317,317,0,1,1,-56,46,10,-68,-96,69,-58,0,-26,6,30,22,-47,-4,14,-66,0,0,0,26,13,-40,41,-46,1,11,-49,-65,72,-51,74,81,-66,69,-116,0,0,0,0,0,0,0,0,0138e
318,318,0,1,1,-65,56,14,-72,-90,84,-58,10,-20,0,25,20,-50,7,17,-67,0,0,0,42,27,-69,41,-49,-1,15,-42,-32,66,-44,67,66,-60,69,-103,0,0,0,0,0,0,0,0,0138f
319,319,0,1,1,-69,46,20,-77,-68,73,-48,-1,9,3,36,28,-31,6,28,-65,0,0,0,26,23,-64,39,-44,-8,20,-43,-77,58,-46,64,79,-71,61,-117,0,0,0,0,0,0,0,0,1390
320,320,0,1,1,-61,37,10,-63,-88,63,-49,2,-12,2,27,19,-35,-6,20,-70,0,0,0,19,12,-48,40,-34,-3,17,-44,-62,49,-46,68,72,-60,56,-104,0,0,0,0,0,0,0,0,1391
321,321,0,1,1,-84,42,19,-75,-82,71,-44,9,-28,4,34,39,-50,-9,13,-77,0,0,0,30,12,-65,43,-34,-3,29,-45,-29,64,-32,62,51,-60,55,-101,0,0,0,0,0,0,0,0,1392
322,322,0,1,1,-13,0,-4,-15,0,-1,8,-2,-7,2,12,17,-15,-4,-4,-4,0,0,0,-8,-16,2,5,-7,8,4,-1,-54,73,-47,69,71,-59,57,-116,0,0,0,0,0,0,0,0,1393
323,323,0,1,1,89,-41,-23,74,85,-74,63,-1,0,-6,-37,-35,34,4,-39,73,0,0,0,-38,-22,59,-45,38,-5,-17,62,11,3,5,2,-2,8,2,-7,0,0,0,0,0,0,0,0,1394
324,324,0,1,1,68,-47,-24,71,94,-67,51,-7,0,-4,-32,-27,35,-8,-35,71,0,0,0,-36,-23,67,-51,46,9,-12,54,59,-57,41,-84,-76,63,-75,90,0,0,0,0,0,0,0,0,1395
325,325,0,1,1,62,-49,-14,67,74,-69,48,-2,8,-4,-33,-26,29,-5,-28,61,0,0,0,-23,-13,57,-47,28,8,-23,41,53,-59,37,-67,-70,58,-70,94,0,0,0,0,0,0,0,0,1396
326,326,0,1,1,7,2,2,-2,2,-4,3,-1,-1,2,3,-9,4,-8,-16,1,0,0,0,1,11,-12,-8,-8,-14,-8,8,62,-57,47,-68,-58,70,-57,106,0,0,0,0,0,0,0,0,1397
327,327,0,1,1,-61,59,8,-82,-88,74,-58,2,-14,5,47,24,-36,-8,21,-80,0,0,0,32,20,-69,38,-47,-12,7,-52,-13,6,-15,-5,6,1,2,1,0,0,0,0,0,0,0,0,1398
328,328,0,1,1,-56,43,6,-64,-82,70,-49,7,-20,1,41,12,-34,3,24,-63,0,0,0,34,26,-60,47,-44,-14,12,-55,-70,73,-46,75,83,-69,79,-106,0,0,0,0,0,0,0,0,1399
329,329,0,1,1,-66,36,18,-63,-80,69,-54,0,-19,1,36,16,-37,2,29,-61,0,0,0,15,19,-41,44,-39,-11,13,-49,-44,72,-37,69,78,-59,57,-93,0,0,0,0,0,0,0,0,0139a
330,330,0,1,1,-12,-2,4,-11,-9,1,0,3,5,0,2,12,-5,9,5,-4,0,0,0,2,-7,-12,4,-6,1,-10,-13,-49,56,-22,63,59,-58,52,-107,0,0,0,0,0,0,0,0,0139b
331,331,0,1,1,59,-56,-20,77,88,-75,44,-5,11,-2,-44,-36,36,0,-26,87,0,0,0,-32,-11,47,-32,35,10,-19,47,-5,1,13,3,6,3,3,-9,0,0,0,0,0,0,0,0,0139c
332,332,0,1,1,68,-50,-8,83,85,-74,43,-7,15,-3,-52,-25,32,2,-20,67,0,0,0,-34,-11,55,-53,42,10,-20,54,67,-47,31,-66,-86,56,-70,96,0,0,0,0,0,0,0,0,0139d
333,333,0,1,1,63,-44,-9,74,81,-74,53,0,1,-3,-33,-4,26,0,-23,60,0,0,0,-29,-29,51,-49,44,20,-16,42,52,-63,38,-70,-71,55,-57,86,0,0,0,0,0,0,0,0,0139e
334,334,0,1,1,37,-59,-17,73,86,-74,49,-8,-7,-2,-24,-21,31,-5,-25,61,0,0,0,-40,-25,64,-28,44,10,-6,56,58,-67,28,-60,-49,65,-55,109,0,0,0,0,0,0,0,0,0139f
335,335,0,1,1,48,-56,-11,60,80,-66,59,-5,26,-4,-35,-21,42,0,-34,58,0,0,0,-19,-22,60,-53,40,4,-12,53,84,-55,45,-75,-76,65,-66,91,0,0,0,0,0,0,0,0,013a0
336,336,0,1,1,90,-44,-14,72,74,-78,48,-9,32,-6,-35,-16,39,-8,-40,53,0,0,0,-29,-20,63,-58,33,9,-12,46,48,-62,43,-72,-70,59,-59,82,0,0,0,0,0,0,0,0,013a1
337,337,0,1,1,69,-51,-7,75,77,-76,45,-5,19,-5,-47,-23,37,6,-27,46,0,0,0,-41,-11,48,-47,38,-15,-27,29,41,-64,35,-61,-76,67,-62,101,0,0,0,0,0,0,0,0,013a2
338,338,0,1,1,77,-57,-8,71,82,-79,53,-1,23,-3,-52,-27,40,-5,-22,64,0,0,0,-26,4,54,-60,39,-10,-25,34,48,-67,36,-73,-71,69,-64,96,0,0,0,0,0,0,0,0,013a3
339,339,0,1,1,84,-46,-17,82,86,-82,57,-10,24,-4,-46,-30,47,-2,-27,68,0,0,0,-27,0,61,-58,46,2,-17,49,43,-69,32,-70,-81,67,-73,111,0,0,0,0,0,0,0,0,013a4
340,340,0,1,1,-5,2,12,16,5,-7,0,1,4,1,-20,-16,14,11,5,2,0,0,0,-2,-1,-7,2,10,0,-8,-13,31,-75,37,-77,-80,61,-72,111,0,0,0,0,0,0,0,0,013a5
341,341,0,1,1,-68,37,8,-76,-99,66,-60,3,-15,3,35,24,-30,-10,33,-73,0,0,0,30,28,-59,46,-39,10,21,-46,-13,-10,-16,-9,20,2,13,9,0,0,0,0,0,0,0,0,013a6
342,342,0,1,1,-1,4,-4,-17,-10,7,-11,-2,-3,-3,0,5,4,-2,14,-6,0,0,0,5,2,6,2,-3,-2,-13,-9,-41,67,-34,75,73,-77,58,-98,0,0,0,0,0,0,0,0,013a7
343,343,0,1,1,76,-46,-9,67,87,-92,47,-6,25,-1,-34,-35,47,13,-11,76,0,0,0,-40,-25,61,-37,27,-12,-36,41,-20,-10,-11,-2,7,-11,-4,0,0,0,0,0,0,0,0,0,013a8
344,344,0,1,1,62,-41,-12,67,75,-86,48,-7,21,-7,-28,-19,42,-1,-27,66,0,0,0,-25,-18,41,-42,27,2,-19,40,50,-61,44,-75,-64,83,-73,107,0,0,0,0,0,0,0,0,013a9
345,345,0,1,1,56,-33,-4,68,78,-61,43,-6,15,-7,-37,-23,30,-6,-26,55,0,0,0,-23,-31,57,-40,42,11,-33,44,73,-56,47,-58,-79,46,-78,81,0,0,0,0,0,0,0,0,013aa
346,346,0,1,1,67,-49,-17,57,82,-70,42,-9,24,-5,-27,-31,31,17,-24,65,0,0,0,-32,-14,58,-36,38,-2,-28,53,45,-85,22,-62,-69,56,-48,92,0,0,0,0,0,0,0,0,013ab
347,347,0,1,1,74,-44,-19,70,72,-63,38,-3,33,-9,-35,-29,31,11,-15,67,0,0,0,-20,-12,49,-42,28,2,-23,31,40,-66,49,-68,-68,71,-62,108,0,0,0,0,0,0,0,0,013ac
348,348,0,1,1,64,-50,-3,74,67,-66,56,-8,1,0,-34,-26,42,-15,-26,55,0,0,0,-39,-20,59,-53,45,9,-17,47,41,-60,37,-55,-73,42,-68,88,0,0,0,0,0,0,0,0,013ad
349,349,0,1,1,58,-39,-9,64,76,-71,53,-6,-10,-5,-31,-17,36,-7,-27,44,0,0,0,-44,-20,53,-30,40,-14,-24,42,62,-73,41,-70,-66,66,-73,97,0,0,0,0,0,0,0,0,013ae
350,350,0,1,1,6,1,-6,2,-7,2,-1,-1,16,-2,0,2,5,-12,14,-8,0,0,0,-2,-8,-10,3,-7,-2,-9,-6,58,-50,36,-73,-52,74,-54,87,0,0,0,0,0,0,0,0,013af
351,351,0,1,1,-78,41,18,-91,-91,77,-59,2,-13,5,34,39,-35,-12,30,-86,0,0,0,40,18,-72,34,-31,-3,34,-40,-9,3,2,18,6,-15,2,-9,0,0,0,0,0,0,0,0,013b0
352,352,0,1,1,3,0,-1,-5,1,-9,-8,3,-2,-6,-10,4,-3,4,13,-12,0,0,0,-5,-11,9,4,2,-19,-5,-14,-61,51,-41,76,70,-62,57,-90,0,0,0,0,0,0,0,0,013b1
353,353,0,1,1,74,-68,2,80,94,-94,68,-7,12,-2,-44,-27,52,-3,-24,81,0,0,0,-48,-18,70,-51,50,1,-18,54,6,-9,12,-16,-16,11,1,-4,0,0,0,0,0,0,0,0,013b2
354,354,0,1,1,-1,-2,8,0,14,0,1,-3,6,-2,-12,7,-1,-11,2,1,0,0,0,3,11,-9,-2,11,4,3,12,58,-85,46,-76,-81,60,-78,107,0,0,0,0,0,0,0,0,013b3
355,355,0,1,1,-45,53,19,-63,-96,65,-62,4,-16,2,37,28,-33,-11,44,-68,0,0,0,27,25,-62,28,-45,-10,17,-58,-24,-31,-35,-11,19,15,5,17,0,0,0,0,0,0,0,0,013b4
356,356,0,1,1,-57,45,27,-62,-93,62,-54,7,-42,5,40,37,-36,-13,19,-72,0,0,0,8,6,-44,41,-27,10,21,-43,-62,49,-54,63,75,-66,66,-96,0,0,0,0,0,0,0,0,013b5
357,357,0,1,1,-68,44,1,-56,-77,71,-55,5,-26,-3,30,29,-47,-9,29,-59,0,0,0,27,13,-52,47,-40,5,17,-55,-49,42,-47,65,66,-65,69,-92,0,0,0,0,0,0,0,0,013b6
358,358,0,1,1,-73,38,19,-73,-79,62,-43,11,-27,5,34,19,-26,1,22,-56,0,0,0,29,16,-67,41,-44,-25,27,-44,-47,59,-49,49,69,-55,49,-103,0,0,0,0,0,0,0,0,013b7
359,359,0,1,1,-72,36,11,-75,-80,80,-37,8,-7,4,30,16,-30,-8,14,-71,0,0,0,21,11,-54,52,-40,-7,13,-46,-28,90,-37,60,72,-65,50,-111,0,0,0,0,0,0,0,0,013b8
360,360,0,1,1,-75,42,4,-75,-83,70,-60,1,-28,-1,39,21,-31,-4,33,-59,0,0,0,19,14,-46,46,-41,2,15,-56,-46,55,-30,72,59,-61,62,-95,0,0,0,0,0,0,0,0,013b9
361,361,0,1,1,-68,50,19,-80,-68,68,-48,5,-14,4,28,22,-30,0,26,-69,0,0,0,15,9,-60,42,-40,-4,25,-56,-55,65,-43,61,71,-64,58,-99,0,0,0,0,0,0,0,0,013ba
362,362,0,1,1,-64,35,9,-68,-83,86,-50,2,5,4,15,19,-31,-13,18,-66,0,0,0,44,28,-72,33,-53,6,28,-56,-50,64,-36,58,87,-59,65,-94,0,0,0,0,0,0,0,0,013bb
363,363,0,1,1,-92,35,6,-79,-90,82,-56,10,-27,4,35,24,-35,-3,20,-62,0,0,0,25,9,-55,49,-42,12,15,-38,-60,55,-50,67,69,-76,48,-90,0,0,0,0,0,0,0,0,013bc
364,364,0,1,1,-5,-1,-7,-7,0,3,-1,1,11,1,-4,-5,0,12,2,1,0,0,0,-6,13,-7,-4,-15,-6,-9,-28,-55,83,-39,68,67,-67,63,-98,0,0,0,0,0,0,0,0,013bd
365,365,0,1,1,83,-49,-11,79,91,-84,50,-12,17,-5,-45,-24,51,5,-36,81,0,0,0,-35,-14,65,-66,42,-10,-19,39,-13,1,-1,8,-3,-5,-8,2,0,0,0,0,0,0,0,0,013be
366,366,0,1,1,-11,-1,3,-4,21,3,14,2,-5,-1,4,-4,-1,-5,-6,0,0,0,0,-3,2,0,6,7,4,1,1,51,-69,20,-81,-80,63,-76,119,0,0,0,0,0,0,0,0,013bf
367,367,0,1,1,-79,50,3,-90,-91,92,-64,8,-13,6,44,25,-46,4,29,-77,0,0,0,54,32,-75,54,-60,-6,22,-53,5,11,2,-5,19,-1,17,0,0,0,0,0,0,0,0,0,013c0
368,368,0,1,1,-3,-1,-10,-15,-15,6,-1,-2,10,0,-3,2,-1,4,-7,-8,0,0,0,6,-15,6,-5,-15,1,5,10,-55,76,-51,86,86,-77,70,-119,0,0,0,0,0,0,0,0,013c1
369,369,0,1,1,73,-54,-17,70,93,-79,72,-8,11,-1,-41,-45,43,0,-35,80,0,0,0,-31,-7,61,-48,29,0,-18,46,1,8,13,0,-16,6,-10,3,0,0,0,0,0,0,0,0,013c2
370,370,0,1,1,81,-51,-10,80,82,-75,50,-6,20,-4,-39,-31,33,-5,-24,86,0,0,0,-30,-17,67,-57,43,1,-26,63,65,-69,48,-78,-85,65,-73,95,0,0,0,0,0,0,0,0,013c3
371,371,0,1,1,64,-55,-13,79,73,-72,45,-5,27,0,-41,-28,36,-4,-27,63,0,0,0,-24,-17,49,-57,37,8,-20,47,44,-78,35,-74,-72,65,-66,88,0,0,0,0,0,0,0,0,013c4
372,372,0,1,1,-5,-2,-2,-2,-6,1,-11,-3,-17,-1,2,-7,10,4,-7,-1,0,0,0,14,12,-15,4,-11,-8,-2,-8,36,-55,45,-66,-65,56,-56,98,0,0,0,0,0,0,0,0,013c5
373,373,0,1,1,-78,53,11,-83,-87,73,-67,5,-7,-1,39,19,-42,-4,31,-70,0,0,0,39,10,-64,48,-45,-7,17,-45,12,15,-16,6,10,-3,11,4,0,0,0,0,0,0,0,0,013c6
374,374,0,1,1,-24,0,-11,-11,-4,8,11,-2,-17,3,-3,-2,5,-4,-6,-20,0,0,0,-19,-17,12,8,3,16,17,7,-70,68,-44,70,76,-64,64,-108,0,0,0,0,0,0,0,0,013c7
375,375,0,1,1,71,-51,-13,84,88,-89,65,-6,-1,-9,-38,-24,49,9,-31,75,0,0,0,-53,-31,77,-40,54,-2,-21,53,9,9,21,-3,-25,-6,-22,-10,0,0,0,0,0,0,0,0,013c8
376,376,0,1,1,2,8,11,8,15,-11,-7,0,16,0,-7,-20,7,-3,0,8,0,0,0,9,13,-23,0,-4,-7,-3,-3,60,-67,42,-89,-79,71,-80,108,0,0,0,0,0,0,0,0,013c9
377,377,0,1,1,-90,49,16,-90,-96,94,-55,3,-7,0,34,31,-49,0,34,-89,0,0,0,44,35,-83,45,-53,13,14,-52,-22,-6,-9,-1,7,-8,2,-2,0,0,0,0,0,0,0,0,013ca
378,378,0,1,1,-52,38,10,-62,-83,52,-60,6,-1,-2,25,24,-30,9,27,-62,0,0,0,21,20,-62,38,-34,-32,0,-61,-73,63,-55,89,77,-75,70,-109,0,0,0,0,0,0,0,0,013cb
379,379,0,1,1,-60,48,13,-66,-75,70,-61,3,-8,5,21,21,-28,-13,16,-73,0,0,0,32,21,-68,45,-41,-7,31,-54,-60,58,-54,55,70,-53,62,-94,0,0,0,0,0,0,0,0,013cc
380,380,0,1,1,-85,49,14,-80,-94,76,-54,8,-2,5,45,35,-59,-1,22,-70,0,0,0,55,18,-74,48,-48,13,16,-47,-40,67,-38,75,59,-71,48,-109,0,0,0,0,0,0,0,0,013cd
381,381,0,1,1,-73,55,10,-66,-96,74,-62,6,-33,2,36,1,-36,12,23,-57,0,0,0,37,26,-52,54,-55,-4,11,-50,-71,62,-54,80,73,-60,67,-105,0,0,0,0,0,0,0,0,013ce
382,382,0,1,1,-71,51,8,-71,-96,86,-62,3,-20,-1,24,21,-50,4,24,-74,0,0,0,35,21,-68,39,-54,6,15,-46,-45,63,-42,73,64,-71,70,-111,0,0,0,0,0,0,0,0,013cf
383,383,0,1,1,-82,55,6,-78,-79,78,-55,0,1,4,47,28,-56,8,15,-63,0,0,0,24,10,-78,53,-48,-7,16,-47,-50,71,-52,80,67,-81,69,-118,0,0,0,0,0,0,0,0,013d0
384,384,0,1,1,-84,48,6,-77,-90,83,-66,9,-28,-3,46,4,-37,5,28,-61,0,0,0,33,19,-48,64,-49,8,30,-52,-62,72,-47,65,81,-49,71,-105,0,0,0,0,0,0,0,0,013d1
385,385,0,1,1,-75,33,7,-66,-89,68,-55,6,13,3,19,22,-30,-11,23,-65,0,0,0,48,12,-60,42,-41,9,27,-40,-54,69,-20,72,72,-83,54,-112,0,0,0,0,0,0,0,0,013d2
386,386,0,1,1,-24,0,12,-12,-9,23,4,-5,2,1,-4,4,-10,5,-3,-6,0,0,0,-19,1,-4,21,-4,11,14,9,-70,54,-46,75,49,-68,58,-97,0,0,0,0,0,0,0,0,013d3
387,387,0,1,1,70,-49,-12,72,83,-72,62,-3,4,-4,-42,-37,42,7,-24,71,0,0,0,-39,-12,60,-38,31,6,-20,45,-5,8,1,6,1,5,-2,-11,0,0,0,0,0,0,0,0,013d4
388,388,0,1,1,78,-51,-23,75,78,-67,62,-14,24,-5,-43,-31,50,-2,-41,69,0,0,0,-27,-22,49,-59,31,3,-17,49,46,-55,36,-80,-61,65,-69,92,0,0,0,0,0,0,0,0,013d5
389,389,0,1,1,59,-54,-12,75,73,-61,49,-6,0,-5,-29,-20,16,8,-31,58,0,0,0,-33,-19,68,-40,46,2,-24,48,61,-63,29,-72,-72,57,-72,104,0,0,0,0,0,0,0,0,013d6
390,390,0,1,1,-10,-2,-4,2,8,-10,4,-2,3,4,0,2,8,-1,-10,-4,0,0,0,24,15,-9,6,4,-11,-3,3,52,-62,42,-62,-58,63,-54,99,0,0,0,0,0,0,0,0,013d7
391,391,0,1,1,-86,48,14,-74,-97,77,-58,3,-31,0,47,22,-47,-2,15,-81,0,0,0,29,15,-82,47,-42,12,29,-37,-6,-1,-4,4,0,16,5,-4,0,0,0,0,0,0,0,0,013d8
392,392,0,1,1,-64,40,21,-62,-76,65,-48,6,-21,4,39,19,-42,0,30,-64,0,0,0,22,11,-53,47,-40,-11,7,-47,-58,77,-42,68,79,-77,67,-118,0,0,0,0,0,0,0,0,013d9
393,393,0,1,1,-49,41,14,-72,-78,75,-49,2,-1,3,24,13,-25,-1,26,-59,0,0,0,35,27,-70,30,-42,-8,19,-40,-67,58,-42,55,68,-42,83,-99,0,0,0,0,0,0,0,0,013da
394,394,0,1,1,-7,1,-2,-5,-19,1,-6,6,-14,-2,-6,6,-14,-1,-1,-4,0,0,0,-15,-12,-2,5,-4,10,4,-1,-48,58,-37,64,63,-63,53,-94,0,0,0,0,0,0,0,0,013db
395,395,0,1,1,45,-54,-6,65,84,-76,69,-9,23,-2,-43,-14,37,3,-33,82,0,0,0,-41,-19,58,-29,44,6,-21,47,5,3,5,5,5,-8,2,-4,0,0,0,0,0,0,0,0,013dc
396,396,0,1,1,72,-60,-10,89,90,-87,54,-10,17,-6,-44,-23,34,1,-27,69,0,0,0,-34,-12,43,-50,47,8,-22,60,66,-67,48,-71,-82,68,-67,94,0,0,0,0,0,0,0,0,013dd
397,397,0,1,1,63,-49,-13,74,82,-88,53,-5,1,-5,-28,-5,34,-8,-31,57,0,0,0,-40,-28,73,-40,40,-1,-20,52,54,-65,33,-74,-65,41,-74,96,0,0,0,0,0,0,0,0,013de
398,398,0,1,1,46,-54,-17,64,82,-64,64,-6,12,-3,-32,-18,35,-5,-28,73,0,0,0,-38,-16,57,-43,54,7,-15,47,55,-73,33,-63,-72,67,-50,101,0,0,0,0,0,0,0,0,013df
399,399,0,1,1,69,-50,-19,80,79,-72,50,-5,3,-3,-46,-26,37,-6,-19,64,0,0,0,-42,-21,67,-56,38,-4,-21,44,71,-58,43,-65,-64,65,-63,97,0,0,0,0,0,0,0,0,1.30E+01
400,400,0,1,1,73,-49,-9,67,68,-73,58,-4,-11,-6,-28,-14,40,-14,-29,53,0,0,0,-45,-30,65,-50,46,0,-11,47,59,-67,33,-66,-78,64,-53,107,0,0,0,0,0,0,0,0,1.30E+02
401,401,0,1,1,67,-54,-12,75,73,-61,55,-6,-2,-2,-43,-26,41,-3,-24,62,0,0,0,-34,-15,55,-53,39,-8,-26,43,60,-79,42,-64,-87,64,-57,100,0,0,0,0,0,0,0,0,1.30E+03
402,402,0,1,1,59,-51,-23,72,80,-72,61,-8,21,-6,-44,-27,47,-4,-22,65,0,0,0,-27,-16,66,-57,36,-2,-20,51,60,-62,42,-70,-58,64,-61,103,0,0,0,0,0,0,0,0,1.30E+04
403,403,0,1,1,60,-49,-15,69,79,-83,52,-6,25,-5,-30,-28,33,-5,-11,55,0,0,0,-27,-15,42,-52,50,7,-16,38,68,-71,43,-64,-84,58,-66,120,0,0,0,0,0,0,0,0,1.30E+05
404,404,0,1,1,0,-3,5,-2,-3,-9,-11,-3,10,-1,-15,-4,10,4,11,-13,0,0,0,9,17,-17,-15,-8,-18,-13,-26,56,-66,34,-61,-66,67,-60,100,0,0,0,0,0,0,0,0,1.30E+06
405,405,0,1,1,-75,40,11,-88,-96,69,-45,4,-4,0,22,32,-16,-9,29,-70,0,0,0,53,33,-79,37,-32,-7,27,-48,-13,12,-13,-2,12,11,14,7,0,0,0,0,0,0,0,0,1.30E+07
406,406,0,1,1,-5,1,4,-16,-14,-1,0,1,16,-1,-5,-2,4,2,10,5,0,0,0,2,-6,2,-5,-12,2,-3,-1,-60,53,-48,69,75,-71,56,-87,0,0,0,0,0,0,0,0,1.30E+08
407,407,0,1,1,62,-50,-18,77,84,-88,54,-5,13,-5,-40,-25,40,-5,-22,71,0,0,0,-40,-28,60,-57,42,0,-28,38,-10,-3,0,3,6,6,1,10,0,0,0,0,0,0,0,0,1.30E+09
408,408,0,1,1,55,-51,-7,70,86,-81,48,-8,12,-2,-46,-23,29,-6,-17,68,0,0,0,-33,-10,46,-52,49,2,-19,42,71,-58,45,-71,-79,63,-67,107,0,0,0,0,0,0,0,0,1.30E+10
409,409,0,1,1,63,-49,-9,59,76,-68,34,-8,21,-4,-33,-26,41,9,-14,69,0,0,0,-46,-24,52,-45,31,5,-28,35,75,-74,29,-61,-72,58,-65,93,0,0,0,0,0,0,0,0,013ea
410,410,0,1,1,72,-49,-24,70,75,-83,37,-5,20,-3,-37,-26,47,7,-22,61,0,0,0,-35,-24,49,-47,41,4,-27,40,44,-61,40,-67,-59,56,-55,98,0,0,0,0,0,0,0,0,013eb
411,411,0,1,1,57,-46,-9,60,79,-68,49,-6,36,-3,-45,-25,36,2,-25,57,0,0,0,-22,-19,47,-52,34,10,-16,52,50,-71,39,-72,-69,58,-70,96,0,0,0,0,0,0,0,0,013ec
412,412,0,1,1,55,-48,-12,59,85,-74,51,-3,10,-3,-33,-14,41,-9,-32,63,0,0,0,-39,-24,55,-43,51,-3,-18,41,50,-63,30,-52,-78,61,-62,105,0,0,0,0,0,0,0,0,013ed
413,413,0,1,1,65,-47,-9,63,75,-81,45,-7,7,-3,-40,-35,40,9,-27,53,0,0,0,-30,-4,60,-39,32,-12,-32,44,45,-61,36,-73,-48,74,-58,113,0,0,0,0,0,0,0,0,013ee
414,414,0,1,1,-2,6,0,9,-1,-6,0,-2,-1,-7,3,-8,11,-11,4,-15,0,0,0,-1,-3,-15,4,-4,6,-4,-2,62,-69,38,-75,-56,69,-62,94,0,0,0,0,0,0,0,0,013ef
415,415,0,1,1,-66,58,14,-83,-86,67,-53,12,-18,2,38,28,-37,-9,25,-78,0,0,0,17,18,-64,46,-36,-11,20,-64,10,5,11,12,-6,-12,4,-3,0,0,0,0,0,0,0,0,013f0
416,416,0,1,1,10,0,5,-17,-10,6,4,-5,14,-5,-12,6,13,15,10,9,0,0,0,11,8,2,-8,-5,-9,-2,-6,-68,55,-49,67,80,-46,62,-100,0,0,0,0,0,0,0,0,013f1
417,417,0,1,1,99,-51,-16,93,98,-88,59,-5,23,-5,-48,-33,57,-2,-16,78,0,0,0,-43,-21,71,-66,51,3,-27,38,-7,-16,-1,-11,-13,6,-19,14,0,0,0,0,0,0,0,0,013f2
418,418,0,1,1,5,-12,7,6,12,-8,-1,1,27,0,-7,-15,7,-1,9,-5,0,0,0,13,15,-4,-15,5,-2,-10,-10,56,-78,42,-86,-81,60,-76,120,0,0,0,0,0,0,0,0,013f3
